Game Name,TA,GS,TAD,Num,Time,Score
Pool Nation,1494,400,1094,20,20.0,1094.0
Polar Panic,346,200,146,12,8.0,219.0
Plants vs. Zombies Garden Warfare (Xbox 360),1638,1000,638,45,25.0,1148.4
Plants vs. Zombies,435,200,235,12,15.0,188.0
Pid,1475,400,1075,12,20.0,645.0
Phineas and Ferb: Quest for Cool Stuff,1253,1000,253,29,4.0,1834.25
Phantom Breaker: Extra,1481,1000,481,40,6.0,3206.6666666666665
Phantom Breaker: Battle Grounds,556,400,156,30,8.0,585.0
Phantasy Star Universe,1349,1000,349,8,25.0,111.68
Phantasy Star II,307,200,107,12,30.0,42.8
Peter Jackson's King Kong,1134,1000,134,9,6.0,201.0
Persona 4 Arena Ultimax,3464,1000,2464,50,25.0,4928.0
Perfect Dark Zero,3929,1000,2929,50,60.0,2440.8333333333335
Perfect Dark (2010),685,200,485,20,50.0,194.0
Penny Arcade Adventures: Episode 2,237,200,37,12,6.0,74.0
Penny Arcade Adventures: Episode 1,362,200,162,12,6.0,324.0
Peggle 2 (Xbox 360),801,400,401,28,25.0,449.12
Peggle,821,200,621,12,40.0,186.3
Panzer General: Allied Assault,370,200,170,12,8.0,255.0
Painkiller Hell & Damnation,2883,1000,1883,48,25.0,3615.36
Pacific Rim: The Video Game,2521,400,2121,20,35.0,1212.0
Pac-Man and the Ghostly Adventures 2,1806,1000,806,25,12.0,1679.1666666666667
Pac-Man and the Ghostly Adventures,1465,1000,465,25,8.0,1453.125
Pac-Man Championship Edition DX+,244,200,44,12,1.0,528.0
Pac-Man Championship Edition,400,200,200,12,2.0,1200.0
Pac-Man (Xbox 360),302,200,102,12,1.0,1224.0
PUZZLE BOBBLE Live!,402,200,202,12,12.0,202.0
PDC World Championship Darts: Pro Tour,1701,1000,701,32,20.0,1121.6
PAYDAY 2,2662,1000,1662,43,60.0,1191.1
Overlord II,2967,1000,1967,49,35.0,2753.8
Outpost Kaloki X,633,200,433,12,8.0,649.5
Outland,468,200,268,12,8.0,402.0
Otomedius Gorgeous,1165,1000,165,13,15.0,143.0
Ore no Yome: Anata Dake no Hanayome,1018,1000,18,25,2.0,225.0
Orcs Must Die!,506,200,306,12,15.0,244.8
Operation Flashpoint: Red River,1871,1000,871,50,35.0,1244.2857142857142
Operation Flashpoint: Dragon Rising,2678,1000,1678,36,20.0,3020.4
Operation Darkness,3080,1000,2080,28,40.0,1456.0
Open Season,1203,1000,203,46,6.0,1556.3333333333333
Onechanbara: Bikini Samurai Squad,2400,1000,1400,27,25.0,1512.0
Omerta: City of Gangsters,2198,1000,1198,50,25.0,2396.0
Omega Five,443,200,243,12,4.0,729.0
Of Orcs and Men,1738,1000,738,45,25.0,1328.4
No Fate! Only the Power of Will,1013,1000,13,24,2.0,156.0
Nin²-Jump,257,200,57,12,2.0,342.0
Ninja Gaiden II,3537,1000,2537,60,80.0,1902.75
Ninja Gaiden 3: Razor's Edge (Xbox 360),6603,1000,5603,50,100.0,2801.5
Ninja Blade,2773,1000,1773,50,25.0,3546.0
Ninety-Nine Nights II,2530,1000,1530,50,40.0,1912.5
Nicktoons MLB,1360,1000,360,35,6.0,2100.0
Nickelodeon Dance 2,1127,1000,127,19,2.0,1206.5
Nickelodeon Dance,1323,1000,323,16,5.0,1033.6
NiGHTS into dreams...,1005,400,605,13,6.0,1310.8333333333333
New Rally-X,247,200,47,12,1.0,564.0
NeverDead,3219,1000,2219,42,30.0,3106.6
NeoGeo Battle Coliseum,460,200,260,12,6.0,520.0
Need for Speed: Undercover,1906,1000,906,50,25.0,1812.0
Need for Speed: The Run,2677,1000,1677,36,50.0,1207.44
Need for Speed: SHIFT 2: Unleashed,3721,1000,2721,40,50.0,2176.8
Need for Speed: SHIFT,2168,1000,1168,29,40.0,846.8
Need for Speed: ProStreet,2848,1000,1848,50,20.0,4620.0
Need for Speed: Most Wanted (2005),1438,1000,438,15,15.0,438.0
Need for Speed: Most Wanted,2138,1000,1138,46,25.0,2093.92
Need for Speed: Hot Pursuit,2329,1000,1329,50,20.0,3322.5
Need for Speed Rivals (Xbox 360),2549,1000,1549,25,20.0,1936.25
Naval Assault: The Killing Tide,4858,1000,3858,46,25.0,7098.72
Naughty Bear: Panic in Paradise,1181,400,781,30,50.0,468.6
National Geographic Quiz: Wild Life,2624,1000,1624,40,60.0,1082.6666666666667
Naruto Shippuden: Ultimate Ninja Storm Revolution,1848,1000,848,50,25.0,1696.0
Narco Terror,580,400,180,20,8.0,450.0
NHL 14,3442,1000,2442,49,200.0,598.29
NFL Blitz,872,200,672,20,30.0,448.0
NCIS,1048,1000,48,26,4.0,312.0
NCAA Football 13,2423,1000,1423,36,15.0,3415.2
NCAA Football 12,2123,1000,1123,39,12.0,3649.75
NCAA Football 07,1542,1000,542,50,20.0,1355.0
NCAA Basketball 09: March Madness Edition,260,200,60,4,1.0,240.0
NBA LIVE 06,1248,1000,248,12,4.0,744.0
NBA JAM: On Fire Edition,574,200,374,12,15.0,299.2
NBA 2K14 (Xbox 360),3986,1000,2986,50,150.0,995.3333333333334
NBA 2K13,2547,1000,1547,50,100.0,773.5
NASCAR Unleashed,1487,1000,487,50,6.0,4058.3333333333335
NASCAR The Game: Inside Line,2416,1000,1416,50,80.0,885.0
NASCAR '15,2270,1000,1270,36,15.0,3048.0
N+,458,200,258,12,15.0,206.4
MySims SkyHeroes,2222,1000,1222,48,15.0,3910.4
Murdered: Soul Suspect (Xbox 360),1360,1000,360,48,6.0,2880.0
Ms. Splosion Man,944,200,744,12,25.0,357.12
Ms. Pac-Man (Xbox 360),273,200,73,12,1.0,876.0
Motorcycle Club,2419,1000,1419,50,25.0,2838.0
Motocross Madness,1130,400,730,30,8.0,2737.5
MotoGP 14,1941,1000,941,43,25.0,1618.52
MotoGP 13,1680,1000,680,50,20.0,1700.0
Mortal Kombat vs DC Universe,6399,1000,5399,50,50.0,5399.0
Mortal Kombat Arcade Kollection,368,200,168,12,6.0,336.0
Mortal Kombat,4346,1000,3346,50,300.0,557.6666666666666
MorphX,1497,1000,497,41,12.0,1698.0833333333333
Moon Diver,499,200,299,12,20.0,179.4
Monster Jam: Path of Destruction,1471,1000,471,43,6.0,3375.5
Monster Jam Battlegrounds,1338,1000,338,30,4.0,2535.0
Monster High: New Ghoul in School,1385,1000,385,24,8.0,1155.0
Monkey Island 2 Special Edition: LeChuck's Revenge,302,200,102,12,2.0,612.0
Monday Night Combat,293,200,93,12,2.0,558.0
Monaco: What's Yours is Mine,2265,400,1865,12,25.0,895.2
Mirror's Edge,3017,1000,2017,44,25.0,3549.92
Mini Ninjas Adventures,529,400,129,12,3.0,516.0
Mini Ninjas,1754,1000,754,35,10.0,2639.0
Minesweeper Flags,477,200,277,12,10.0,332.4
Minecraft: Xbox 360 Edition,9323,2195,7128,93,43.0,15416.372093023256
Minecraft: Story Mode - Season Two (Xbox 360),207,200,7,6,1.0,42.0
Minecraft: Story Mode - A Telltale Games Series (Xbox 360),237,200,37,7,1.0,259.0
Might and Magic: Clash of Heroes,469,200,269,12,20.0,161.4
Midway Arcade Origins,1903,1000,903,31,6.0,4665.5
Midnight Club: Los Angeles,3932,1000,2932,45,60.0,2199.0
Middle-earth: Shadow of Mordor (Xbox 360),1728,1000,728,50,20.0,1820.0
MicroBot,373,200,173,12,6.0,346.0
Michael Phelps: Push the Limit,1401,1000,401,15,3.0,2005.0
Metro: Last Light,2464,1000,1464,50,25.0,2928.0
Metro 2033,2330,1000,1330,39,20.0,2593.5
Metal Slug 3,1534,200,1334,12,2.0,8004.0
Metal Gear Solid: Peace Walker HD,3516,1000,2516,50,50.0,2516.0
Metal Gear Solid V: The Phantom Pain (Xbox 360),2322,1000,1322,42,120.0,462.7
Metal Gear Solid V: Ground Zeroes (Xbox 360),2698,1000,1698,15,15.0,1698.0
Metal Gear Solid HD Edition: 2 & 3,3364,1000,2364,50,80.0,1477.5
Metal Gear Rising: Revengeance,4223,1000,3223,50,20.0,8057.5
Mercury Hg,521,200,321,12,20.0,192.6
Mercenaries 2: World in Flames,1945,1000,945,40,40.0,945.0
Mensa Academy,1065,400,665,12,10.0,798.0
Men In Black: Alien Crisis,1365,1000,365,38,6.0,2311.6666666666665
Memories Off 6: T-Wave,1019,1000,19,32,2.0,304.0
Memories Off 6: Next Relation,1011,1000,11,27,1.0,297.0
Mega Man 9,437,200,237,12,15.0,189.6
Mega Man 10,384,200,184,12,12.0,184.0
Meet the Robinsons,1886,1000,886,38,10.0,3366.8
Medal of Honor: Airborne,4213,1000,3213,46,40.0,3694.95
Max: The Curse of Brotherhood (Xbox 360),692,400,292,27,8.0,985.5
Max Payne 3,3580,1000,2580,46,150.0,791.2
Mass Effect 3,1456,1000,456,50,50.0,456.0
Mass Effect 2 (JP),1254,1000,254,50,40.0,317.5
Mass Effect 2,1299,1000,299,50,50.0,299.0
Mass Effect,1913,1000,913,45,60.0,684.75
Masquerade: The Baubles of Doom (Xbox 360),1979,1000,979,30,15.0,1958.0
Marvel: Ultimate Alliance 2 (Xbox 360),2152,1000,1152,50,25.0,2304.0
Marvel: Ultimate Alliance (Xbox 360),2465,1000,1465,46,40.0,1684.75
Marvel vs. Capcom Origins,738,400,338,30,15.0,676.0
Marvel vs. Capcom 2,462,200,262,12,10.0,314.4
Marvel Super Hero Squad: The Infinity Gauntlet,1944,1000,944,49,12.0,3854.6666666666665
Marvel Puzzle Quest: Dark Reign (Xbox 360),1323,1000,323,12,15.0,258.4
Marvel Avengers: Battle for Earth,3222,1000,2222,43,12.0,7962.166666666667
Mars: War Logs,1298,400,898,14,15.0,838.1333333333333
Marlow Briggs and the Mask of Death,1038,400,638,29,12.0,1541.8333333333333
Mark of the Ninja,687,400,287,30,10.0,861.0
Major League Baseball 2K9,3223,1000,2223,50,40.0,2778.75
Major League Baseball 2K12,3255,1000,2255,50,60.0,1879.1666666666667
Magic: The Gathering - Duels of the Planeswalkers 2013,355,200,155,20,15.0,206.66666666666666
Magic: The Gathering - Duels of the Planeswalkers 2012,239,200,39,12,8.0,58.5
Magic: The Gathering - Duels of the Planeswalkers,304,200,104,12,12.0,104.0
Magic 2015 - Duels of the Planeswalkers (Xbox 360),740,400,340,30,60.0,170.0
Magic 2014 - Duels of the Planeswalkers,535,400,135,30,15.0,270.0
Mafia II (JP),1221,1000,221,47,15.0,692.4666666666667
Mafia II (EEU),1388,1000,388,47,15.0,1215.7333333333333
Mafia II,1610,1000,610,47,20.0,1433.5
Madden NFL Arcade,315,200,115,12,4.0,345.0
Madden NFL 25 (2013) (Xbox 360),2636,1000,1636,41,25.0,2683.04
Madden NFL 16 (Xbox 360),2377,1000,1377,35,15.0,3213.0
Madden NFL 15 (Xbox 360),2643,1000,1643,38,30.0,2081.133333333333
Madden NFL 13,5251,1000,4251,42,100.0,1785.42
Madden NFL 12,1829,1000,829,36,10.0,2984.4
Madden NFL 09,1510,1000,510,25,5.0,2550.0
Madden NFL 07,2335,1000,1335,46,25.0,2456.4
Madden NFL 06,1179,1000,179,11,5.0,393.8
Madballs in… Babo: Invasion,543,200,343,12,15.0,274.4
Madagascar 3: The Video Game,1780,1000,780,50,12.0,3250.0
Mad Tracks,561,200,361,12,3.0,1444.0
Mad Riders,346,200,146,12,10.0,175.2
MXGP - The Official Motocross Videogame,1692,1000,692,48,50.0,664.32
MX vs. ATV Untamed,5114,1000,4114,42,25.0,6911.52
MX vs. ATV Supercross,2447,1000,1447,30,20.0,2170.5
MX vs. ATV Alive,3016,1000,2016,45,20.0,4536.0
MUD: FIM Motocross World Championship,2766,1000,1766,50,60.0,1471.6666666666667
MONOPOLY Streets,1635,1000,635,40,8.0,3175.0
MONOPOLY Plus (Xbox 360),1193,1000,193,15,1.0,2895.0
MONOPOLY Deal (Xbox 360),1112,1000,112,15,2.0,840.0
Luxor 2,1291,200,1091,12,150.0,87.28
Lumines Live!,558,200,358,12,10.0,429.6
Lucha Libre AAA: Heroes Del Ring,2459,1000,1459,50,15.0,4863.333333333333
Lost: Via Domus,1159,1000,159,30,6.0,795.0
Lost Planet: Extreme Condition Colonies Edition,3605,1000,2605,50,60.0,2170.8333333333335
Lost Planet 3,3960,1000,2960,50,25.0,5920.0
Lost Planet 2,9174,1000,8174,50,300.0,1362.3333333333333
Lost Odyssey,1848,1000,848,36,60.0,508.8
Lollipop Chainsaw,2000,1000,1000,50,20.0,2500.0
LocoCycle (Xbox 360),486,400,86,20,5.0,344.0
Life is Strange (Xbox 360),264,200,64,12,1.0,768.0
Let's Sing and Dance,950,400,550,20,5.0,2200.0
Let's Cheer!,1472,1000,472,20,3.0,3146.6666666666665
Legendary,3240,1000,2240,50,60.0,1866.6666666666667
Legend of Kay - Anniversary,2817,1000,1817,25,25.0,1817.0
Left 4 Dead 2,2013,1000,1013,50,20.0,2532.5
Left 4 Dead,1882,1020,862,51,41.0,1072.2439024390244
Le Tour de France 2013 - 100th Edition,1378,1000,378,26,20.0,491.4
Le Tour de France 2009,348,200,148,12,6.0,296.0
Lazy Raiders,288,200,88,12,6.0,176.0
Lara Croft and the Guardian of Light,368,200,168,12,12.0,168.0
Lara Croft Tomb Raider: Legend,1598,1000,598,23,12.0,1146.1666666666667
LIMBO (Xbox 360),293,200,93,12,6.0,186.0
LIGHTNING RETURNS: FINAL FANTASY XIII,2059,1000,1059,42,40.0,1111.95
LEGO The Lord of the Rings,1547,1000,547,48,25.0,1050.24
LEGO The Hobbit (Xbox 360),1584,1000,584,39,35.0,650.7428571428571
LEGO Star Wars: The Force Awakens (Xbox 360),1664,1000,664,49,25.0,1301.44
LEGO Star Wars: The Complete Saga,1873,1000,873,42,35.0,1047.6
LEGO Star Wars III: The Clone Wars,2236,1000,1236,48,25.0,2373.12
LEGO Star Wars II: The Original Trilogy,2085,1000,1085,29,25.0,1258.6
LEGO Pirates of the Caribbean: The Video Game,1729,1000,729,40,20.0,1458.0
LEGO Marvel's Avengers (Xbox 360),1733,1000,733,40,30.0,977.3333333333334
LEGO Marvel Super Heroes (Xbox 360),1585,1000,585,45,25.0,1053.0
LEGO Jurassic World (Xbox 360),1675,1000,675,49,25.0,1323.0
LEGO Indiana Jones: Original Adventures,1671,1000,671,50,20.0,1677.5
LEGO Indiana Jones 2: The Adventure Continues,1636,1000,636,38,20.0,1208.4
LEGO Harry Potter: Years 5-7,1401,1000,401,49,25.0,785.96
LEGO Harry Potter: Years 1-4,1409,1000,409,36,25.0,588.96
LEGO Batman 3: Beyond Gotham (Xbox 360),1691,1000,691,40,25.0,1105.6
LEGO Batman 2: DC Super Heroes,1667,1000,667,37,25.0,987.16
LEGO Batman,1622,1000,622,46,20.0,1430.6
L.A. Noire (Xbox 360),1758,1000,758,40,25.0,1212.8
Kung Fu Panda,1924,1000,924,39,8.0,4504.5
KrissX,246,200,46,12,4.0,138.0
Kingdoms of Amalur: Reckoning,1899,1000,899,50,60.0,749.1666666666666
King's Quest: The Complete Collection,1159,1000,159,17,4.0,675.75
King's Quest (Xbox 360),1335,1000,335,17,4.0,1423.75
Kinectimals,3342,1000,2342,50,20.0,5855.0
Kinect: Disneyland Adventures,6313,1000,5313,49,80.0,3254.2125
Kinect Star Wars,5673,1000,4673,50,40.0,5841.25
Kinect Sports: Season Two,2973,1000,1973,50,60.0,1644.1666666666667
Kinect Sports Gems: Ski Race,82,50,32,10,2.0,160.0
Kinect Sports Gems: Reaction Rally,70,50,20,10,1.0,200.0
Kinect Sports Gems: Prize Driver,73,50,23,10,1.0,230.0
Kinect Sports Gems: Ping Pong,87,50,37,10,2.0,185.0
Kinect Sports Gems: Penalty Saver,63,50,13,10,2.0,65.0
Kinect Sports Gems: Field Goal Contest,78,50,28,10,1.0,280.0
Kinect Sports Gems: Darts vs. Zombies,95,50,45,10,2.0,225.0
Kinect Sports Gems: Boxing Fight,83,50,33,10,2.0,165.0
Kinect Sports Gems: 3 Point Contest,77,50,27,10,1.0,270.0
Kinect Sports Gems: 10 Frame Bowling,86,50,36,10,4.0,90.0
Kinect Sports,3336,1000,2336,50,80.0,1460.0
Kinect Rush: A Disney/Pixar Adventure,3446,1000,2446,50,20.0,6115.0
Kinect PlayFit,465,200,265,20,40.0,132.5
Kinect Party,583,400,183,20,2.0,1830.0
Kinect Fun Labs: Mutation Station,58,50,8,8,0.5,128.0
Kinect Fun Labs: Musical Feet,60,50,10,7,0.5,140.0
Kinect Fun Labs: Mars Rover Landing,101,50,51,8,1.0,408.0
Kinect Fun Labs: Kinect Sparkler,82,50,32,8,1.0,256.0
Kinect Fun Labs: Kinect Rush: Snapshot,55,50,5,7,0.5,70.0
Kinect Fun Labs: Kinect Googly Eyes,110,50,60,8,1.0,480.0
Kinect Fun Labs: Junk Fu,55,50,5,8,0.5,80.0
Kinect Fun Labs: I Am Super!,62,50,12,7,1.0,84.0
Kinect Fun Labs: Build A Buddy,94,50,44,8,1.0,352.0
Kinect Fun Labs: Bobble Head,75,50,25,8,1.0,200.0
Kinect Fun Labs: Battle Stuff,76,50,26,8,1.0,208.0
Kinect Fun Labs: Avatar Kinect,92,50,42,8,1.0,336.0
Kinect Fun Labs: Air Band,66,50,16,8,0.5,256.0
Kinect Fun Labs: 5 Micro Lab Challenge,63,50,13,8,1.0,104.0
Kinect Adventures,3639,1000,2639,32,20.0,4222.4
Killer is Dead,2922,1000,1922,47,25.0,3613.36
Kick-Ass 2,1072,1000,72,21,4.0,378.0
Karaoke Revolution: Glee Volume 3,1471,1000,471,18,6.0,1413.0
Karaoke Revolution,2320,1000,1320,50,30.0,2200.0
Karaoke,1420,400,1020,30,25.0,1224.0
Kane & Lynch: Dead Men,3769,1000,2769,47,60.0,2169.05
Kane & Lynch 2: Dog Days,3211,1000,2211,50,40.0,2763.75
Kameo: Elements of Power,3993,1000,2993,26,20.0,3890.9
KOF Sky Stage,295,200,95,12,2.0,570.0
Just Dance: Disney Party 2 (Xbox 360),2178,1000,1178,45,6.0,8835.0
Just Dance 4,4210,1000,3210,40,60.0,2140.0
Just Cause 2 (JP),1791,1000,791,50,60.0,659.1666666666666
Just Cause 2,2626,1000,1626,50,60.0,1355.0
Just Cause,1839,1000,839,50,25.0,1678.0
Jurassic Park: The Game,1432,1000,432,50,8.0,2700.0
Juiced 2: Hot Import Nights,4512,1000,3512,60,150.0,1404.8
Joy Ride Turbo,628,200,428,12,8.0,642.0
Joust,1671,200,1471,12,80.0,220.65
John Woo Presents Stranglehold,2720,1000,1720,45,20.0,3870.0
Joe Danger: Special Edition,660,200,460,20,15.0,613.3333333333334
Joe Danger 2: The Movie,1330,400,930,30,15.0,1860.0
JoJo's Bizarre Adventure HD,555,400,155,12,2.0,930.0
Jewel Quest,276,200,76,12,25.0,36.48
Jetpac Refuelled,987,200,787,12,10.0,944.4
Jet Set Radio,1697,400,1297,30,25.0,1556.4
Jet Car Stunts (Xbox 360),889,400,489,12,4.0,1467.0
Jeremy McGrath's Offroad,234,200,34,12,8.0,51.0
Jeopardy! (2012),1619,1000,619,45,25.0,1114.2
James Cameron's Avatar,2569,1000,1569,39,20.0,3059.55
JUJU,1989,1000,989,19,8.0,2348.875
JASF: Jane's Advanced Strike Fighters,2262,1000,1262,36,15.0,3028.8
JAM Live Music Arcade,302,200,102,12,4.0,306.0
Islands of Wakfu,468,200,268,12,10.0,321.6
Iron Sky: Invasion,1612,1000,612,30,8.0,2295.0
Iron Brigade,466,200,266,20,8.0,665.0
Ion Assault,334,200,134,12,4.0,402.0
Interpol: The Trail of Dr. Chaos,232,200,32,12,2.0,192.0
Intel Discovered,645,400,245,13,1.0,3185.0
Instant Brain,1682,1500,182,70,8.0,1592.5
Insanely Twisted Shadow Planet,449,200,249,12,8.0,373.5
Injustice: Gods Among Us,6662,1000,5662,50,150.0,1887.3333333333333
Infinite Undiscovery,3227,1000,2227,50,120.0,927.9166666666666
Ikaruga,1108,200,908,12,15.0,726.4
I Am Alive,578,200,378,12,8.0,567.0
Hydrophobia,523,200,323,12,6.0,646.0
Hydro Thunder Hurricane,659,200,459,12,8.0,688.5
Hunter's Trophy 2 Australia,528,400,128,15,6.0,320.0
Hunter's Trophy 2 America,578,400,178,15,6.0,445.0
Hulk Hogan's Main Event,1730,1000,730,23,6.0,2798.3333333333335
How to Train Your Dragon 2,3662,1000,2662,35,15.0,6211.333333333333
How to Survive,1149,400,749,12,15.0,599.2
Hot Wheels World's Best Driver,4966,1000,3966,50,20.0,9915.0
Homefront,4064,1000,3064,47,100.0,1440.08
Hitman: Blood Money,2268,1000,1268,24,20.0,1521.6
Hitman: Absolution,1979,1000,979,46,15.0,3002.266666666667
Hitman HD Pack,2881,1000,1881,50,25.0,3762.0
History Legends of War,1638,1000,638,20,10.0,1276.0
Hexodius,1022,400,622,20,15.0,829.3333333333334
Hexic HD,817,200,617,12,20.0,370.2
Hexic 2,765,200,565,12,2.0,3390.0
Hellboy: The Science of Evil,1730,840,890,27,12.0,2002.5
Hell Yeah! Wrath of the Dead Rabbit,537,400,137,12,8.0,205.5
Heavy Weapon,591,200,391,12,8.0,586.5
Haunted House (2010),527,200,327,12,6.0,654.0
Haunt,459,200,259,12,3.0,1036.0
Hasbro Family Game Night 3,2244,1000,1244,45,15.0,3732.0
Harry Potter for Kinect,3005,1000,2005,50,15.0,6683.333333333333
Harry Potter & The Deathly Hallows Pt. 1,2294,1000,1294,49,15.0,4227.066666666667
Harms Way,239,200,39,12,1.0,468.0
Harley Pasternak's Hollywood Workout,1729,1000,729,48,40.0,874.8
Hardwood Spades,436,200,236,12,6.0,472.0
Hardwood Hearts,314,200,114,12,6.0,228.0
Hardwood Backgammon,287,200,87,12,3.0,348.0
Happy Wars (Xbox 360),2605,600,2005,36,135.0,534.6666666666666
Happy Tree Friends: False Alarm,517,200,317,12,10.0,380.4
Halo: Spartan Assault (Xbox 360),906,400,506,28,20.0,708.4
Halo: Reach,2553,1387,1166,58,44.0,1537.0
Halo: Combat Evolved Anniversary,1743,1000,743,44,15.0,2179.4666666666667
Halo Wars,2188,1000,1188,50,80.0,742.5
Halo 4,2679,1220,1459,57,26.0,3198.576923076923
Halo 3: ODST,1588,1000,588,47,25.0,1105.44
Halo 3,1471,1000,471,52,42.0,583.1428571428571
Half-Minute Hero: Super Mega Neo Climax,510,200,310,12,20.0,186.0
Gyromancer,398,200,198,12,30.0,79.2
Guwange,405,200,205,12,3.0,820.0
Gunstar Heroes,240,200,40,12,1.0,480.0
Guncraft: Blocked and Loaded,3580,1000,2580,30,80.0,967.5
Gun,1522,1000,522,31,15.0,1078.8
Guitar Hero: World Tour,4357,1000,3357,50,150.0,1119.0
Guitar Hero: Van Halen,3978,1000,2978,46,20.0,6849.4
Guitar Hero: Aerosmith,1989,1000,989,49,15.0,3230.733333333333
Guilty Gear 2: Overture,4293,1000,3293,41,25.0,5400.52
Guardians of Middle-earth,846,400,446,29,40.0,323.35
Guardian Heroes,463,200,263,12,8.0,394.5
Greg Hastings Paintball 2,3778,1000,2778,29,25.0,3222.48
Gray Matter,1448,1000,448,41,15.0,1224.5333333333333
Grand Theft Auto: San Andreas,2349,1000,1349,33,30.0,1483.9
Grand Theft Auto V (Xbox 360),2469,1000,1469,49,80.0,899.7625
Grand Theft Auto IV,3235,1000,2235,50,150.0,745.0
Gotham City Impostors,996,200,796,12,40.0,238.8
Goosebumps: The Game (Xbox 360),1111,1000,111,40,3.0,1480.0
Golf: Tee It Up!,308,200,108,12,6.0,216.0
God Mode,813,400,413,20,25.0,330.4
Goat Simulator: Mmore Goatz Edition (Xbox 360),1552,1000,552,30,6.0,2760.0
Goat Simulator (Xbox 360),1489,1000,489,30,3.0,4890.0
Girl Fight,558,400,158,18,4.0,711.0
Gin Rummy,400,200,200,12,20.0,120.0
Giana Sisters: Twisted Dreams,1817,400,1417,12,20.0,850.2
Ghostbusters: The Video Game,2254,1000,1254,50,35.0,1791.4285714285713
Ghostbusters: Sanctum of Slime,380,200,180,12,5.0,432.0
Geon: Emotions,498,200,298,12,12.0,298.0
Geometry Wars³: Dimensions Evolved (Xbox 360),2370,1000,1370,30,25.0,1644.0
Geometry Wars: Retro Evolved²,352,200,152,12,8.0,228.0
Geometry Wars: Retro Evolved,654,200,454,12,12.0,454.0
Generator Rex: Agent of Providence,1429,1000,429,44,8.0,2359.5
Gears of War: Judgment,2931,1000,1931,50,50.0,1931.0
Gears of War 3,3994,1250,2744,54,1028.5,144.07000486144872
Gears of War 2 (JP),3014,1750,1264,78,300.0,328.64
Gears of War 2,2028,1060,968,53,84.0,610.7619047619048
Gears of War,3270,1100,2170,52,160.0,705.25
Gatling Gears,403,200,203,12,10.0,243.6
Garou: Mark of the Wolves,493,200,293,12,4.0,879.0
Game of Thrones: A Telltale Games Series (Xbox 360),229,200,29,8,1.0,232.0
Game of Thrones (EU),2050,1000,1050,50,25.0,2100.0
Game of Thrones,2184,1000,1184,50,25.0,2368.0
Game Room,7342,1000,6342,56,60.0,5919.2
Game Party: In Motion,2713,1000,1713,24,25.0,1644.48
Galaga Legions DX,380,200,180,12,4.0,540.0
Galaga,238,200,38,12,1.0,456.0
GRID Autosport,3699,1000,2699,50,150.0,899.6666666666666
GRID 2,3414,1000,2414,50,20.0,6035.0
GRID (2008),2422,1000,1422,50,60.0,1185.0
G.I. JOE: The Rise of Cobra (EU),1990,1000,990,43,15.0,2838.0
Fusion: Genesis,421,200,221,20,15.0,294.6666666666667
Fuse,2533,1000,1533,40,20.0,3066.0
Full House Poker,276,200,76,20,15.0,101.33333333333333
Fruit Ninja Kinect,325,200,125,12,4.0,375.0
Frozen Free Fall: Snowball Fight (Xbox 360),5898,1250,4648,21,280.0,348.6
Frontlines: Fuel of War,2326,1000,1326,30,20.0,1989.0
From Dust,490,200,290,12,10.0,348.0
Frogger: Hyper Arcade Edition,381,200,181,12,4.0,543.0
Frogger 2,365,200,165,12,12.0,165.0
Frogger,411,200,211,12,1.0,2532.0
Freefall Racers,927,400,527,20,5.0,2108.0
Fracture,2895,1000,1895,50,60.0,1579.1666666666667
Foul Play,878,400,478,30,8.0,1792.5
Forza Motorsport 3,1930,1000,930,50,150.0,310.0
Forza Motorsport 2,2492,1000,1492,44,150.0,437.6533333333333
Forza Horizon 2 Presents Fast & Furious (Xbox 360),1162,1000,162,25,3.0,1350.0
Forza Horizon 2 (Xbox 360),2971,1000,1971,46,60.0,1511.1
Forza Horizon,1680,1000,680,50,40.0,850.0
FlatOut Ultimate Carnage,3068,1000,2068,45,40.0,2326.5
Flashback,1066,400,666,12,15.0,532.8
Fist of the North Star: Ken's Rage 2,2135,1000,1135,50,60.0,945.8333333333334
Fist of the North Star: Ken's Rage,1759,1000,759,47,50.0,713.46
Fireburst,813,400,413,12,6.0,826.0
Final Fight: Double Impact,334,200,134,12,6.0,268.0
Final Exam,1240,400,840,16,6.0,2240.0
Fighting Vipers,432,400,32,15,1.0,480.0
Fight Night Round 4,3258,1000,2258,33,100.0,745.14
Fight Night Round 3,1090,1000,90,8,3.0,240.0
Fez,365,200,165,12,12.0,165.0
Feeding Frenzy 2: Shipwreck Showdown,362,200,162,12,8.0,243.0
Feeding Frenzy,441,200,241,12,10.0,289.2
Fatal Fury Special,345,200,145,12,2.0,870.0
Fast & Furious: Showdown,5293,1000,4293,50,15.0,14310.0
Farming Simulator 15 (Xbox 360),1875,1000,875,26,40.0,568.75
Farming Simulator,1639,1000,639,16,40.0,255.6
Far Cry Instincts Predator,3150,1000,2150,35,100.0,752.5
Far Cry Classic,841,400,441,21,10.0,926.1
Far Cry 4 (Xbox 360),1491,1000,491,50,25.0,982.0
Far Cry 3 Blood Dragon,667,400,267,19,6.0,845.5
Far Cry 3,1415,1000,415,50,25.0,830.0
Far Cry 2,4362,1000,3362,48,80.0,2017.2
Fantastic Pets,2756,1000,1756,41,15.0,4799.733333333334
Family Guy: Back to the Multiverse,1786,1000,786,48,15.0,2515.2
