Game Name,Minimum Completion Time,Number of Achievements,TAD,Achievements per Hour,TAD per Hour
The Elder Scrolls IV: Oblivion GotY (JP),35.0,60,367,1.7142857142857142,10.485714285714286
The Elder Scrolls IV: Oblivion,68.0,60,596,0.8823529411764706,8.764705882352942
The Dwarves,13.0,34,1368,2.6153846153846154,105.23076923076923
The Dungeon of Naheulbeuk: The Amulet of Chaos - Chicken Edition,143.0,50,8667,0.34965034965034963,60.60839160839161
The Dragoness: Command of the Flame,59.0,37,2709,0.6271186440677966,45.91525423728814
The Disney Afternoon Collection,15.0,20,1103,1.3333333333333333,73.53333333333333
The Dishwasher: Vampire Smile,20.0,12,231,0.6,11.55
The Dishwasher: Dead Samurai,8.0,12,337,1.5,42.125
The DioField Chronicle,25.0,39,587,1.56,23.48
The Deer God,8.0,29,1422,3.625,177.75
The Dead Tree of Ranchiuna,1.0,12,107,12.0,107.0
The Darkside Detective: A Fumble in the Dark,3.0,30,287,10.0,95.66666666666667
The Darkside Detective,4.0,30,382,7.5,95.5
The Darkness II,15.0,50,524,3.3333333333333335,34.93333333333333
The Darkness (JP),15.0,50,574,3.3333333333333335,38.266666666666666
The Darkness (DE),15.0,50,1095,3.3333333333333335,73.0
The Darkness,25.0,50,1362,2.0,54.48
The Darkest Tales,19.0,41,901,2.1578947368421053,47.421052631578945
The Dark Side of the Moon: An Interactive FMV Thriller,1.0,26,216,26.0,216.0
The Dark Prophecy,0.25,12,25,48.0,100.0
The Dark Pictures Anthology: The Devil in Me,15.0,30,1482,2.0,98.8
The Dark Pictures Anthology: Man of Medan (Windows),30.0,30,2410,1.0,80.33333333333333
The Dark Pictures Anthology: Man of Medan,25.0,30,2799,1.2,111.96
The Dark Pictures Anthology: Little Hope,20.0,30,1725,1.5,86.25
The Dark Pictures Anthology: House of Ashes,20.0,30,1592,1.5,79.6
The Dark Eye: Memoria,4.0,31,230,7.75,57.5
The Dark Eye: Chains of Satinav,6.0,36,695,6.0,115.83333333333333
The Dark Crystal: Age of Resistance Tactics,20.0,26,473,1.3,23.65
The Cursed Crusade (EU),12.0,42,773,3.5,64.41666666666667
The Cursed Crusade,20.0,42,877,2.1,43.85
The Culling 2,25.0,30,2006,1.2,80.24
The Culling,40.0,20,3827,0.5,95.675
The Crew Motorfest,20.0,50,1363,2.5,68.15
The Crew 2,40.0,34,1370,0.85,34.25
The Crew,150.0,50,4135,0.3333333333333333,27.566666666666666
The Creepy Syndrome,1.0,12,146,12.0,146.0
The Crackpet Show: Happy Tree Friends Edition,25.0,24,684,0.96,27.36
The Count Lucanor,3.0,32,494,10.666666666666666,164.66666666666666
The Council,23.0,43,582,1.8695652173913044,25.304347826086957
The Complex,3.0,20,238,6.666666666666667,79.33333333333333
The Coma: Recut,6.0,24,683,4.0,113.83333333333333
The Coma 2B: Catacomb,26.0,35,976,1.3461538461538463,37.53846153846154
The Coma 2: Vicious Sisters,10.0,35,1004,3.5,100.4
The Colonists (JP),140.0,20,1250,0.14285714285714285,8.928571428571429
The Colonists,178.0,20,3651,0.11235955056179775,20.51123595505618
The Club,80.0,50,2227,0.625,27.8375
The Church in the Darkness,21.0,48,2698,2.2857142857142856,128.47619047619048
The Chronicles of Riddick: Assault on Dark Athena,100.0,50,2873,0.5,28.73
The Chronicles of Narnia: Prince Caspian,8.0,50,453,6.25,56.625
The Childs Sight,3.0,14,1151,4.666666666666667,383.6666666666667
The Chant,17.0,42,2153,2.4705882352941178,126.6470588235294
The Cave,12.0,27,488,2.25,40.666666666666664
The Catch: Carp & Coarse Fishing,25.0,30,17134,1.2,685.36
The Casting of Frank Stone,20.0,32,1300,1.6,65.0
The Case of the Golden Idol,0.5,18,511,36.0,1022.0
The Callisto Protocol,44.0,46,2503,1.0454545454545454,56.88636363636363
The Bureau: XCOM Declassified,17.0,41,1121,2.411764705882353,65.94117647058823
The Bunker,2.0,28,172,14.0,86.0
The Bug Butcher,6.0,21,1098,3.5,183.0
The Bridge Curse: Road to Salvation,7.0,18,403,2.5714285714285716,57.57142857142857
The Bridge Curse 2: The Extrication,10.0,25,774,2.5,77.4
The Bridge (Xbox 360),6.0,20,227,3.3333333333333335,37.833333333333336
The Bridge,6.0,20,678,3.3333333333333335,113.0
The Bradwell Conspiracy,2.0,12,159,6.0,79.5
The Bounty Huntress,1.0,11,211,11.0,211.0
The Bookwalker: Thief of Tales,10.0,37,1304,3.7,130.4
The Book of Unwritten Tales 2 (Xbox 360),15.0,50,419,3.3333333333333335,27.933333333333334
The Book of Unwritten Tales 2,15.0,50,1419,3.3333333333333335,94.6
The Bonfire: Forsaken Lands,12.0,12,1105,1.0,92.08333333333333
The Bluecoats: North & South,2.0,11,480,5.5,240.0
The Bluecoats - North vs South,12.0,26,861,2.1666666666666665,71.75
The Blobs Fight!,3.0,18,619,6.0,206.33333333333334
The Blackout Club,20.0,13,2329,0.65,116.45
The Bit's Escape,0.5,10,85,20.0,170.0
The Binding of Isaac: Repentance,609.0,79,1902,0.1297208538587849,3.123152709359606
The Binding of Isaac: Rebirth,680.0,79,1941,0.1161764705882353,2.8544117647058824
The Big Con,6.0,52,1941,8.666666666666666,323.5
The Beatles: Rock Band,40.0,50,2638,1.25,65.95
The Beast Inside,10.0,27,1669,2.7,166.9
The Bard's Tale Trilogy,40.0,47,4819,1.175,120.475
The Bard's Tale IV: Director's Cut,50.0,59,3513,1.18,70.26
The Bard's Tale ARPG : Remastered and Resnarkled,2.0,51,905,25.5,452.5
The Banner Saga 3,35.0,49,1324,1.4,37.82857142857143
The Banner Saga 2,45.0,54,2637,1.2,58.6
The Banner Saga,25.0,39,1716,1.56,68.64
The BIGS,35.0,42,751,1.2,21.457142857142856
The Awakening of Mummies,1.0,20,581,20.0,581.0
The Assembly,2.0,29,203,14.5,101.5
The Ascent,23.0,66,2684,2.869565217391304,116.69565217391305
The Artful Escape,3.0,12,227,4.0,75.66666666666667
The Aquatic Adventure of the Last Human,10.0,21,2592,2.1,259.2
The Ambassador: Fractured Timelines,22.0,24,4502,1.0909090909090908,204.63636363636363
The Amazing Spider-Man 2 (Xbox 360),20.0,46,770,2.3,38.5
The Amazing Spider-Man 2,25.0,46,648,1.84,25.92
The Amazing Spider-Man,15.0,46,697,3.066666666666667,46.46666666666667
The Amazing American Circus,66.0,61,2405,0.9242424242424242,36.43939393939394
The Alto Collection,68.0,39,2214,0.5735294117647058,32.55882352941177
The Adventures of Tintin,15.0,50,1013,3.3333333333333335,67.53333333333333
The Adventures of Shuggy,8.0,12,136,1.5,17.0
The Adventures of Panzer: Legacy Collection,0.5,45,116,90.0,232.0
The Adventures of Elena Temple: Definitive Edition,2.0,40,446,20.0,223.0
The Adventure Pals,10.0,31,598,3.1,59.8
The Addams Family: Mansion Mayhem,6.0,15,600,2.5,100.0
That's My Family: Family Fun Night,75.0,54,1000,0.72,13.333333333333334
That Time I Got Reincarnated as a Slime ISEKAI Chronicles,20.0,20,925,1.0,46.25
Texas Hold'em,300.0,12,295,0.04,0.9833333333333333
Texas Cheat'Em,10.0,12,85,1.2,8.5
Tetsumo Party,6.0,27,1439,4.5,239.83333333333334
Tetrobot and Co.,8.0,15,279,1.875,34.875
Tetris Ultimate,223.0,12,11215,0.053811659192825115,50.2914798206278
Tetris Splash,15.0,12,349,0.8,23.266666666666666
Tetris Forever,1.0,15,608,15.0,608.0
Tetris Evolution,12.0,40,1115,3.3333333333333335,92.91666666666667
Tetris Effect: Connected,80.0,42,5715,0.525,71.4375
Tetraminos (Xbox One),4.0,17,570,4.25,142.5
Tetraminos,2.0,17,960,8.5,480.0
Tetragon,9.0,12,1603,1.3333333333333333,178.11111111111111
Tested on Humans: Escape Room,0.5,10,70,20.0,140.0
Test Drive: Ferrari Racing Legends,25.0,45,1546,1.8,61.84
Test Drive Unlimited Solar Crown,60.0,64,1764,1.0666666666666667,29.4
Test Drive Unlimited 2,170.0,57,2337,0.3352941176470588,13.74705882352941
Test Drive Unlimited,60.0,46,945,0.7666666666666667,15.75
Teslapunk,12.0,42,2535,3.5,211.25
Teslagrad Remastered,3.0,37,636,12.333333333333334,212.0
Teslagrad 2,6.0,24,773,4.0,128.83333333333334
Teslagrad,6.0,40,449,6.666666666666667,74.83333333333333
Tesla vs Lovecraft Game of the Year Edition,10.0,20,354,2.0,35.4
Tesla vs Lovecraft,12.0,20,363,1.6666666666666667,30.25
Tesla Force,5.0,17,758,3.4,151.6
Terror of Hemasaurus,6.0,30,1119,5.0,186.5
Terraria (Xbox 360),80.0,30,691,0.375,8.6375
Terraria,81.0,39,3106,0.48148148148148145,38.34567901234568
Terraformers,133.0,63,3127,0.47368421052631576,23.51127819548872
TerraTech,112.0,15,3981,0.13392857142857142,35.544642857142854
Terra Memoria,12.0,30,801,2.5,66.75
Terra Invicta (Windows),66.0,90,14894,1.3636363636363635,225.66666666666666
Terminator: Resistance - Complete Edition,20.0,36,390,1.8,19.5
Terminator: Resistance,8.0,25,246,3.125,30.75
Terminator Salvation,6.0,11,170,1.8333333333333333,28.333333333333332
Terminal 81 (Xbox One),7.0,30,1227,4.285714285714286,175.28571428571428
Terminal 81 (Windows),8.0,30,265,3.75,33.125
Terminal 81,10.0,30,1105,3.0,110.5
Teratopia,10.0,35,1499,3.5,149.9
Teppo and The Secret Ancient City,5.0,25,996,5.0,199.2
Teocida + Estigma,8.0,46,776,5.75,97.0
Tents and Trees,63.0,32,1461,0.5079365079365079,23.19047619047619
Tentacles: Enter the Mind (Windows),6.0,20,236,3.3333333333333335,39.333333333333336
Tennis in the Face,6.0,12,189,2.0,31.5
Tennis World Tour 2 - Complete Edition,125.0,30,5938,0.24,47.504
Tennis World Tour 2,126.0,30,4654,0.23809523809523808,36.93650793650794
Tennis World Tour,207.0,29,4235,0.14009661835748793,20.458937198067634
Tennis Elbow 4,80.0,57,3333,0.7125,41.6625
Tennis Club Story,32.0,10,413,0.3125,12.90625
Tenebris Pictura,15.0,10,1526,0.6666666666666666,101.73333333333333
Tenderfoot Tactics,30.0,12,504,0.4,16.8
Tenchu Z,30.0,31,679,1.0333333333333334,22.633333333333333
Ten Dates,6.0,19,476,3.1666666666666665,79.33333333333333
Temtem,150.0,47,3001,0.31333333333333335,20.006666666666668
Temple of Horror,0.5,10,104,20.0,208.0
Tembo The Badass Elephant,12.0,15,2605,1.25,217.08333333333334
Telltale Games' Poker Night 2,8.0,18,170,2.25,21.25
Telling Lies,1.0,15,234,15.0,234.0
Tell Me Why,7.0,30,632,4.285714285714286,90.28571428571429
Tekken Tag Tournament 2,20.0,50,1638,2.5,81.9
Tekken 7,8.0,43,861,5.375,107.625
Tekken 6,15.0,50,1037,3.3333333333333335,69.13333333333334
Teenage Mutant Ninja Turtles: Turtles in Time Re-Shelled,8.0,12,225,1.5,28.125
Teenage Mutant Ninja Turtles: Training Lair,3.0,12,823,4.0,274.3333333333333
Teenage Mutant Ninja Turtles: The Cowabunga Collection,1.0,13,567,13.0,567.0
Teenage Mutant Ninja Turtles: Shredder's Revenge,15.0,30,1750,2.0,116.66666666666667
Teenage Mutant Ninja Turtles: Out of the Shadows,15.0,30,1083,2.0,72.2
Teenage Mutant Ninja Turtles: Mutants in Manhattan (Xbox 360),80.0,50,2586,0.625,32.325
Teenage Mutant Ninja Turtles: Mutants in Manhattan,60.0,50,3587,0.8333333333333334,59.78333333333333
Teenage Mutant Ninja Turtles: Mutants Unleashed,15.0,27,917,1.8,61.13333333333333
Teenage Mutant Ninja Turtles: Danger of the Ooze,8.0,40,1475,5.0,184.375
Teenage Mutant Ninja Turtles: 1989 Classic Arcade,8.0,12,326,1.5,40.75
Teenage Mutant Ninja Turtles Arcade: Wrath of the Mutants,6.0,20,955,3.3333333333333335,159.16666666666666
Teenage Mutant Ninja Turtles,6.0,36,525,6.0,87.5
Tee Time Golf VR (Windows),285.0,20,1319,0.07017543859649122,4.628070175438596
Tecmo Bowl Throwback,8.0,12,330,1.5,41.25
Techno Tanks,1.0,10,83,10.0,83.0
Tech Glitch,2.0,14,320,7.0,160.0
Tears of Avia,58.0,21,4126,0.3620689655172414,71.13793103448276
Teardown,15.0,26,1969,1.7333333333333334,131.26666666666668
Team Sonic Racing,30.0,51,2418,1.7,80.6
Team Crossword (Windows),15.0,20,159,1.3333333333333333,10.6
Teacup,0.5,13,55,26.0,110.0
Tchia,20.0,21,1098,1.05,54.9
Tcheco in the Castle of Lucio,1.0,18,92,18.0,92.0
Tayutama: Kiss on my Deity,3.0,22,31,7.333333333333333,10.333333333333334
Taxi Life: A City Driving Simulator,25.0,30,2260,1.2,90.4
Taxi Chaos,5.0,28,1330,5.6,266.0
Taurian Defense,1.0,18,309,18.0,309.0
Task Force Kampas,0.5,21,50,42.0,100.0
Tardy,1.0,11,78,11.0,78.0
Taqoban,0.5,17,100,34.0,200.0
Taptiles (Windows),83.0,23,297,0.27710843373493976,3.5783132530120483
Tapping Skill Test (Windows),6.0,11,1633,1.8333333333333333,272.1666666666667
Tannenberg,15.0,68,1580,4.533333333333333,105.33333333333333
Tanky Tanks 2,4.0,14,277,3.5,69.25
Tanky Tanks,1.0,10,70,10.0,70.0
"Tanks, But No Tanks",1.0,27,280,27.0,280.0
Tanknarok,2.0,32,685,16.0,342.5
Tank Mechanic Simulator,35.0,55,1640,1.5714285714285714,46.857142857142854
Tank Brawl 2: Armor Fury,6.0,13,1312,2.1666666666666665,218.66666666666666
Tangle Tower,5.0,10,225,2.0,45.0
Tandem: A Tale of Shadows,8.0,24,611,3.0,76.375
Tamiku,0.25,11,28,44.0,112.0
Tamashii,3.0,25,1279,8.333333333333334,426.3333333333333
Tamarin,15.0,31,2043,2.066666666666667,136.2
Tamarak Trail,131.0,14,3625,0.10687022900763359,27.671755725190838
Talisman: Digital Edition,75.0,53,2462,0.7066666666666667,32.82666666666667
Tales of the Neon Sea,10.0,58,817,5.8,81.7
Tales of Vesperia: Definitive Edition (Windows),222.0,53,2810,0.23873873873873874,12.657657657657658
Tales of Vesperia: Definitive Edition,150.0,53,3067,0.35333333333333333,20.446666666666665
Tales of Vesperia (EU),150.0,50,985,0.3333333333333333,6.566666666666666
Tales of Vesperia,120.0,50,1039,0.4166666666666667,8.658333333333333
Tales of Symphonia Remastered,150.0,40,3524,0.26666666666666666,23.493333333333332
Tales of Kenzera: ZAU,10.0,19,787,1.9,78.7
Tales of Graces f Remastered,116.0,50,1968,0.43103448275862066,16.96551724137931
Tales of Arise (Xbox One),75.0,58,1273,0.7733333333333333,16.973333333333333
Tales of Arise (Windows),52.0,58,1939,1.1153846153846154,37.28846153846154
Tales of Arise,75.0,58,1380,0.7733333333333333,18.4
Tales of Aravorn: Seasons of the Wolf,0.5,20,31,40.0,62.0
Tales from the Borderlands (Xbox 360),5.0,35,300,7.0,60.0
Tales from the Borderlands,5.0,35,120,7.0,24.0
Tales from Toyotoki: Arrival of the Witch,0.25,23,75,92.0,300.0
Tales from Space: Mutant Blobs Attack,6.0,14,225,2.3333333333333335,37.5
Tales from Candleforth,5.0,22,250,4.4,50.0
Talent Not Included,6.0,12,550,2.0,91.66666666666667
Takotan,1.0,29,554,29.0,554.0
Takorita Meets Fries,0.25,13,3,52.0,12.0
Tainted Grail: Conquest,25.0,40,2265,1.6,90.6
Taimumari: Complete Edition,2.0,21,188,10.5,94.0
Tails of Iron 2: Whiskers of Winter,12.0,27,341,2.25,28.416666666666668
Tails of Iron,17.0,35,1026,2.0588235294117645,60.35294117647059
Tails Noir,6.0,26,1394,4.333333333333333,232.33333333333334
Taiko no Tatsujin: The Drum Master!,60.0,89,4431,1.4833333333333334,73.85
Taiko no Tatsujin: Rhythm Festival,15.0,33,815,2.2,54.333333333333336
Tad the Lost Explorer,13.0,27,630,2.076923076923077,48.46153846153846
"Tactics V: ""Obsidian Brigade""",66.0,31,1045,0.4696969696969697,15.833333333333334
TactiCats,9.0,40,1000,4.444444444444445,111.11111111111111
Tacoma,1.0,12,128,12.0,128.0
Taco Tom 2,1.0,35,406,35.0,406.0
Tachyon Project,6.0,26,173,4.333333333333333,28.833333333333332
Taboo Trial,19.0,27,713,1.4210526315789473,37.526315789473685
Table Top Racing: World Tour,30.0,38,2403,1.2666666666666666,80.1
TY the Tasmanian Tiger HD,12.0,37,494,3.0833333333333335,41.166666666666664
TY the Tasmanian Tiger 2: Bush Rescue HD,12.0,25,627,2.0833333333333335,52.25
TUNIC,15.0,36,1896,2.4,126.4
TT Isle of Man Ride on the Edge 3,40.0,39,2594,0.975,64.85
TT Isle of Man Ride on the Edge 2,96.0,35,4590,0.3645833333333333,47.8125
TT Isle of Man Ride on the Edge,100.0,31,13580,0.31,135.8
TRON RUN/r,6.0,20,4103,3.3333333333333335,683.8333333333334
"TRAX - Build it, Race it",0.5,12,33,24.0,66.0
TRANSIRUBY,22.0,36,1104,1.6363636363636365,50.18181818181818
TRAIL OUT,15.0,31,1540,2.066666666666667,102.66666666666667
TP Bullet,0.5,11,46,22.0,92.0
TORINTO,0.5,12,74,24.0,148.0
TOKI Juju Densetsu,8.0,13,2625,1.625,328.125
TOHU,2.0,21,246,10.5,123.0
TOEM,6.0,48,442,8.0,73.66666666666667
TNT Racers,11.0,14,380,1.2727272727272727,34.54545454545455
TNA iMPACT!,15.0,34,1137,2.2666666666666666,75.8
TMNT,6.0,23,67,3.8333333333333335,11.166666666666666
TITAN SLAYER (Windows),6.0,16,1547,2.6666666666666665,257.8333333333333
TIEBREAK: Official game of the ATP and WTA,37.0,23,1662,0.6216216216216216,44.91891891891892
THRONE AND LIBERTY,80.0,48,1748,0.6,21.85
THIEF (Xbox 360),40.0,37,3660,0.925,91.5
THIEF,40.0,37,3809,0.925,95.225
THE ORIGIN: Blind Maid,34.0,18,874,0.5294117647058824,25.705882352941178
THE LAST SCAPE,1.0,10,1131,10.0,1131.0
THE HOUSE OF THE DEAD: Remake (JP),5.0,39,305,7.8,61.0
THE HOUSE OF THE DEAD: Remake,6.0,41,1354,6.833333333333333,225.66666666666666
THE FINALS,300.0,50,5102,0.16666666666666666,17.006666666666668
TEVI,52.0,65,3336,1.25,64.15384615384616
TETRA's Escape,1.0,21,65,21.0,65.0
TERA (Asian),40.0,25,913,0.625,22.825
TERA,40.0,25,3516,0.625,87.9
TENSEI,11.0,33,949,3.0,86.27272727272727
TENGAI,2.0,29,771,14.5,385.5
"TEN - Ten Rooms, Ten Seconds",0.5,11,38,22.0,76.0
TEMPUS - Level Escape,0.5,13,83,26.0,166.0
TAURONOS,6.0,44,1268,7.333333333333333,211.33333333333334
TACTICAL BANDITS,47.0,20,3068,0.425531914893617,65.27659574468085
T-Kara Puzzles (Windows),15.0,15,1434,1.0,95.6
Sébastien Loeb Rally EVO,40.0,25,1302,0.625,32.55
System Shock,30.0,46,2987,1.5333333333333334,99.56666666666666
Syrup and the Ultimate Sweet,0.25,12,4,48.0,16.0
Synergia - NextGen Edition,0.25,15,20,60.0,80.0
Synergia - A Cyberpunk Thriller Visual Novel,0.25,14,9,56.0,36.0
Syndicate,40.0,50,1952,1.25,48.8
Synchro Hedgehogs (Windows),0.25,20,73,80.0,292.0
Synchro Hedgehogs,0.25,20,110,80.0,440.0
Symphonia 𝄞,13.0,22,1875,1.6923076923076923,144.23076923076923
Sylvio,10.0,19,905,1.9,90.5
Syberia 3,12.0,40,567,3.3333333333333335,47.25
Syberia 2,4.0,13,169,3.25,42.25
Syberia - The World Before,12.0,31,725,2.5833333333333335,60.416666666666664
Syberia,4.0,13,265,3.25,66.25
Swords & Bones 2,2.0,13,116,6.5,58.0
Swords & Bones,3.0,15,326,5.0,108.66666666666667
Swordbreaker: Origins (Xbox One),1.0,68,109,68.0,109.0
Swordbreaker: Origins (Windows),1.0,68,28,68.0,28.0
Swordbreaker: Origins,1.0,68,113,68.0,113.0
Swordbreaker The Game,0.5,58,5,116.0,10.0
Sword of the Vagrant,20.0,40,1429,2.0,71.45
Sword of the Necromancer: Resurrection,14.0,25,3473,1.7857142857142858,248.07142857142858
Sword of the Necromancer,15.0,25,1505,1.6666666666666667,100.33333333333333
Sword of Elpisia,12.0,32,507,2.6666666666666665,42.25
Sword and Fairy: Together Forever,20.0,37,1148,1.85,57.4
Sword Coast Legends,120.0,38,4018,0.31666666666666665,33.483333333333334
Sword & Fairy Inn 2,36.0,24,1708,0.6666666666666666,47.44444444444444
Swoon! Earth Escape,11.0,10,241,0.9090909090909091,21.90909090909091
Switchball,20.0,12,607,0.6,30.35
Switch - Or Die Trying,6.0,13,1684,2.1666666666666665,280.6666666666667
Switch 'N' Shoot,6.0,16,1252,2.6666666666666665,208.66666666666666
Swimsanity!,8.0,30,3958,3.75,494.75
Swim Out,3.0,18,304,6.0,101.33333333333333
Sweet Bakery Tycoon,6.0,38,422,6.333333333333333,70.33333333333333
Swarm,15.0,12,329,0.8,21.933333333333334
Swapshot (Windows),0.25,22,117,88.0,468.0
Swapshot,0.25,22,142,88.0,568.0
SwapQuest,6.0,30,628,5.0,104.66666666666667
Survivor - Castaway Island,14.0,11,868,0.7857142857142857,62.0
Surviving the Aftermath,40.0,74,3724,1.85,93.1
Surviving Mars (Windows),0.25,80,857,320.0,3428.0
Surviving Mars,0.25,80,1081,320.0,4324.0
Survive on Raft,12.0,36,1064,3.0,88.66666666666667
Surprise! Nekketsu New Records! The Distant Gold Medal,2.0,10,854,5.0,427.0
Surgeon Simulator 2 (Windows),40.0,30,4868,0.75,121.7
Surgeon Simulator 2,60.0,30,14100,0.5,235.0
Surface Rush,11.0,34,1122,3.090909090909091,102.0
Surf's Up,6.0,29,165,4.833333333333333,27.5
Surf World Series,21.0,10,1846,0.47619047619047616,87.9047619047619
Supreme Commander 2,40.0,47,2009,1.175,50.225
Supremacy MMA,15.0,24,2247,1.6,149.8
Supraland: Six Inches Under,15.0,53,1837,3.533333333333333,122.46666666666667
Supraland (Windows),15.0,60,1171,4.0,78.06666666666666
Supraland,15.0,59,1973,3.933333333333333,131.53333333333333
Superstars V8: Next Challenge,10.0,50,512,5.0,51.2
Superstars V8 Racing,10.0,50,634,5.0,63.4
Superola Champion Edition,10.0,45,2123,4.5,212.3
Supermarket Shriek,8.0,42,3296,5.25,412.0
Superman Returns,15.0,18,1000,1.2,66.66666666666667
Superliminal,9.0,23,3257,2.5555555555555554,361.8888888888889
SuperMash,10.0,45,1802,4.5,180.2
SuperEpic: The Entertainment War,30.0,23,958,0.7666666666666667,31.933333333333334
Super XYX,5.0,20,1762,4.0,352.4
Super Woden GP II,6.0,26,1301,4.333333333333333,216.83333333333334
Super Woden GP,11.0,31,4148,2.8181818181818183,377.09090909090907
Super Wiloo Demake,1.0,18,12,18.0,12.0
Super Weekend Mode,0.25,11,14,44.0,56.0
Super Volley Blast,6.0,32,458,5.333333333333333,76.33333333333333
Super Trunko Go,14.0,11,1794,0.7857142857142857,128.14285714285714
Super Toy Cars Offroad,8.0,17,565,2.125,70.625
